file,script,status
"public/sounds/ecd/maths/subitise/prompts/three.wav","How many dots? Say it fast!","missing"
"public/sounds/ecd/maths/subitise/four.wav","[giggles] These dots are all over the place. Look at the whole picture.","missing"
"public/sounds/ecd/maths/subitise/prompts/four.wav","How many dots?","missing"
"public/sounds/ecd/maths/subitise/five.wav","[excited] Ooh, this one is bigger. Just look at the shape!","missing"
"public/sounds/ecd/maths/subitise/prompts/five.wav","How many dots? Quick!","missing"
"public/sounds/ecd/maths/subitise/six.wav","[amazed] Two rows of three! Can you see it without counting?","missing"
"public/sounds/ecd/maths/subitise/prompts/six.wav","How many dots altogether?","missing"
"public/sounds/ecd/maths/subitise/seven.wav","[encouraging] Bigger now. Try five and two more.","missing"
"public/sounds/ecd/maths/subitise/prompts/seven.wav","How many dots?","missing"
"public/sounds/ecd/maths/subitise/eight.wav","[bright] Four and four. Look at the two rows!","missing"
"public/sounds/ecd/maths/subitise/prompts/eight.wav","How many dots?","missing"
"public/sounds/ecd/maths/subitise/ten.wav","[cheering] The last kitten! Five on top, five below.","missing"
"public/sounds/ecd/maths/subitise/prompts/ten.wav","How many dots? Set that kitten free!","missing"
"public/sounds/ecd/maths/one-more/intro.wav","[cheerful ribbit] This is Hoppy! She wants to cross the river, but she can only jump to the pad that is ONE MORE. Will you help her?","missing"
"public/sounds/ecd/maths/one-more/one.wav","[ribbit] Hoppy is on pad one. One more than one is…?","missing"
"public/sounds/ecd/maths/one-more/prompts/one.wav","Which pad is one more than one?","missing"
"public/sounds/ecd/maths/one-more/two.wav","[splashing giggle] Now she is on two. Count on: two… then?","missing"
"public/sounds/ecd/maths/one-more/prompts/two.wav","Which pad is one more than two?","missing"
"public/sounds/ecd/maths/one-more/three.wav","[ribbit] Pad three! What comes straight after three?","missing"
"public/sounds/ecd/maths/one-more/prompts/three.wav","Which pad is one more than three?","missing"
"public/sounds/ecd/maths/one-more/four.wav","[encouraging] Four. Say the next number in the count.","missing"
"public/sounds/ecd/maths/one-more/prompts/four.wav","Which pad is one more than four?","missing"
"public/sounds/ecd/maths/one-more/five.wav","[excited] Halfway! One more than five is…?","missing"
"public/sounds/ecd/maths/one-more/prompts/five.wav","Which pad is one more than five?","missing"
"public/sounds/ecd/maths/one-more/six.wav","[ribbit ribbit] Six. Keep counting on!","missing"
"public/sounds/ecd/maths/one-more/prompts/six.wav","Which pad is one more than six?","missing"
"public/sounds/ecd/maths/one-more/seven.wav","[whispers] Nearly there. One more than seven!","missing"
"public/sounds/ecd/maths/one-more/prompts/seven.wav","Which pad is one more than seven?","missing"
"public/sounds/ecd/maths/one-more/eight.wav","[cheering] Last jump! One more than eight and she is home!","missing"
"public/sounds/ecd/maths/one-more/prompts/eight.wav","Which pad is one more than eight?","missing"
"public/sounds/ecd/maths/count-back/intro.wav","[rocket rumble, excited] The rocket is ready to blast off! But the countdown has a number missing. Can you fix it?","missing"
"public/sounds/ecd/maths/count-back/r3.wav","[whispers] Five, four, three… and then?","missing"
"public/sounds/ecd/maths/count-back/prompts/r3.wav","What comes after three when we count back?","missing"
"public/sounds/ecd/maths/count-back/r2.wav","[counting backwards] Eight… hmm, then six. Something is missing!","missing"
"public/sounds/ecd/maths/count-back/prompts/r2.wav","Which number goes between eight and six?","missing"
"public/sounds/ecd/maths/count-back/r1.wav","[counting] Ten, nine… oh no, what comes next?","missing"
"public/sounds/ecd/maths/count-back/prompts/r1.wav","Which number is missing? Ten, nine, what, seven?","missing"
"public/sounds/ecd/maths/count-back/r4.wav","[rocket engine hum] Seven, six… quick, the number is missing!","missing"
"public/sounds/ecd/maths/count-back/prompts/r4.wav","Which number is missing? Seven, six, what, four?","missing"
"public/sounds/ecd/maths/count-back/r5.wav","[playful] We are counting down to blast off. What do we start on?","missing"
"public/sounds/ecd/maths/count-back/prompts/r5.wav","Which number comes before three?","missing"
"public/sounds/ecd/maths/count-back/r6.wav","[deep countdown voice] Ten… something… eight, seven!","missing"
"public/sounds/ecd/maths/count-back/prompts/r6.wav","Which number goes between ten and eight?","missing"
"public/sounds/ecd/maths/cave-add/intro.wav","[echoing whisper] It is dark in here! [gasp] Look — glowing orbs. If we put both piles together the cave lights up. Tap the piles!","missing"
"public/sounds/ecd/maths/cave-add/a2-1.wav","[echo] Two orbs here… and one over there.","missing"
"public/sounds/ecd/maths/cave-add/prompts/a2-1.wav","Put them together. How many orbs altogether?","missing"
"public/sounds/ecd/maths/cave-add/a3-2.wav","[echo, excited] Three orbs and two orbs! Count them all.","missing"
"public/sounds/ecd/maths/cave-add/prompts/a3-2.wav","How many orbs altogether?","missing"
"public/sounds/ecd/maths/cave-add/a4-1.wav","[whispers] Four glowing orbs, and one little one.","missing"
"public/sounds/ecd/maths/cave-add/prompts/a4-1.wav","How many orbs altogether?","missing"
"public/sounds/ecd/maths/cave-add/a3-3.wav","[amazed] Three and three! Both piles are the same.","missing"
"public/sounds/ecd/maths/cave-add/prompts/a3-3.wav","How many orbs altogether?","missing"
"public/sounds/ecd/maths/cave-add/a5-2.wav","[echo] Five here, two there. Start at five and count on.","missing"
"public/sounds/ecd/maths/cave-add/prompts/a5-2.wav","How many orbs altogether?","missing"
"public/sounds/ecd/maths/cave-add/a4-4.wav","[cheering echo] Four and four — the brightest one yet!","missing"
"public/sounds/ecd/maths/cave-add/prompts/a4-4.wav","How many orbs altogether?","missing"
"public/sounds/ecd/maths/ten-frame/intro.wav","[bright] Here is our ten frame — ten little boxes. Drop in the blue stones first, then the yellow ones, and see what we get!","missing"
"public/sounds/ecd/maths/ten-frame/f3-2.wav","[cheerful] Put in three blue stones… then two yellow ones.","missing"
"public/sounds/ecd/maths/ten-frame/prompts/f3-2.wav","How many stones are in the frame altogether?","missing"
"public/sounds/ecd/maths/ten-frame/f5-1.wav","[happy] Five blue fills the whole top row. Then just one yellow.","missing"
"public/sounds/ecd/maths/ten-frame/prompts/f5-1.wav","How many stones altogether?","missing"
"public/sounds/ecd/maths/ten-frame/f4-3.wav","[bright] Four blue, then three yellow. Fill the top row first!","missing"
"public/sounds/ecd/maths/ten-frame/prompts/f4-3.wav","How many stones altogether?","missing"
"public/sounds/ecd/maths/ten-frame/f2-6.wav","[playful] Only two blue this time — but six yellow!","missing"
"public/sounds/ecd/maths/ten-frame/prompts/f2-6.wav","How many stones altogether?","missing"
"public/sounds/ecd/maths/ten-frame/f7-2.wav","[encouraging] Seven blue. That is more than a row! Then two yellow.","missing"
"public/sounds/ecd/maths/ten-frame/prompts/f7-2.wav","How many stones altogether?","missing"
"public/sounds/ecd/maths/ten-frame/f5-5.wav","[excited gasp] Five and five — I think this one fills every box!","missing"
"public/sounds/ecd/maths/ten-frame/prompts/f5-5.wav","How many stones altogether?","missing"
"public/sounds/ecd/maths/above-below/intro.wav","[curious] Let us play a looking game! Some things are ABOVE, some are ON, and some are hiding UNDER. Listen carefully!","missing"
"public/sounds/ecd/maths/above-below/table-above.wav","[playful] Look at the table. A balloon, an apple and a sleepy cat.","missing"
"public/sounds/ecd/maths/above-below/prompts/table-above.wav","Tap the thing that is ABOVE the table.","missing"
"public/sounds/ecd/maths/above-below/table-under.wav","[giggles] Someone is hiding down low. Have a look!","missing"
"public/sounds/ecd/maths/above-below/prompts/table-under.wav","Tap the thing that is UNDER the table.","missing"
"public/sounds/ecd/maths/above-below/shelf-on.wav","[bright] Here is a shelf. Something is sitting right on top of it.","missing"
"public/sounds/ecd/maths/above-below/prompts/shelf-on.wav","Tap the thing that is ON the shelf.","missing"
"public/sounds/ecd/maths/above-below/box-above.wav","[wind sound, laughs] A kite up in the sky, a chick on the box, and a mouse under it!","missing"
"public/sounds/ecd/maths/above-below/prompts/box-above.wav","Tap the thing that is ABOVE the box.","missing"
"public/sounds/ecd/maths/above-below/chair-under.wav","[whispers] Where did that ball roll to? Look down low!","missing"
"public/sounds/ecd/maths/above-below/prompts/chair-under.wav","Tap the thing that is UNDER the chair.","missing"
"public/sounds/ecd/maths/above-below/shelf-on-2.wav","[soft] Night time! The moon is up, the plant is resting, the boots are put away.","missing"
"public/sounds/ecd/maths/above-below/prompts/shelf-on-2.wav","Tap the thing that is ON the shelf.","missing"
"public/sounds/ecd/maths/addition/intro.wav","[excited] Welcome to the monster picnic! Two groups of little monsters are joining the party. Count them all, then tap the answer!","recorded"
"public/sounds/ecd/maths/addition/correct.wav","[cheers] Yes! You counted the monsters! Fantastic!","recorded"
"public/sounds/ecd/maths/addition/retry.wav","[warmly] Let's count the little monsters again. Have another go!","recorded"
"public/sounds/ecd/maths/addition/finished.wav","[happy laugh] Hooray! You finished the monster challenge. You are a maths star!","recorded"
"public/sounds/ecd/maths/addition/prompts/1-1.wav","1 monster is here. 1 more joins in. What is 1 plus 1? Tap how many monsters there are altogether.","recorded"
"public/sounds/ecd/maths/addition/prompts/2-1.wav","2 monsters are here. 1 more joins them. What is 2 plus 1? Tap how many monsters there are altogether.","recorded"
"public/sounds/ecd/maths/addition/prompts/2-2.wav","2 monsters are here. 2 more join them. What is 2 plus 2? Tap how many monsters there are altogether.","recorded"
"public/sounds/ecd/maths/addition/prompts/3-2.wav","3 monsters are here. 2 more join them. What is 3 plus 2? Tap how many monsters there are altogether.","recorded"
"public/sounds/ecd/maths/addition/prompts/4-2.wav","4 monsters are here. 2 more join them. What is 4 plus 2? Tap how many monsters there are altogether.","recorded"
"public/sounds/ecd/maths/addition/prompts/3-4.wav","3 monsters are here. 4 more join them. What is 3 plus 4? Tap how many monsters there are altogether.","recorded"
"public/sounds/ecd/maths/addition/prompts/5-3.wav","5 monsters are here. 3 more join them. What is 5 plus 3? Tap how many monsters there are altogether.","recorded"
"public/sounds/ecd/maths/addition/prompts/5-5.wav","5 monsters are here. 5 more join them. What is 5 plus 5? Tap how many monsters there are altogether.","recorded"
"public/sounds/ecd/maths/subtraction/intro.wav","[playful] Welcome to the monster hide-and-seek! Some monsters hide. Count the monsters still here, then tap the answer!","recorded"
"public/sounds/ecd/maths/subtraction/correct.wav","[cheers] Yes! You counted the monsters! Fantastic!","recorded"
"public/sounds/ecd/maths/subtraction/retry.wav","[warmly] Let's count the little monsters again. Have another go!","recorded"
"public/sounds/ecd/maths/subtraction/finished.wav","[happy laugh] Hooray! You finished the monster challenge. You are a maths star!","recorded"
"public/sounds/ecd/maths/subtraction/prompts/2-1.wav","2 monsters are here. 1 hides. What is 2 take away 1? Tap how many monsters are left.","recorded"
"public/sounds/ecd/maths/subtraction/prompts/3-1.wav","3 monsters are here. 1 hides. What is 3 take away 1? Tap how many monsters are left.","recorded"
"public/sounds/ecd/maths/subtraction/prompts/4-2.wav","4 monsters are here. 2 hide. What is 4 take away 2? Tap how many monsters are left.","recorded"
"public/sounds/ecd/maths/subtraction/prompts/5-2.wav","5 monsters are here. 2 hide. What is 5 take away 2? Tap how many monsters are left.","recorded"
"public/sounds/ecd/maths/subtraction/prompts/5-5.wav","5 monsters are here. 5 hide. What is 5 take away 5? Tap how many monsters are left.","recorded"
"public/sounds/ecd/maths/subtraction/prompts/7-3.wav","7 monsters are here. 3 hide. What is 7 take away 3? Tap how many monsters are left.","recorded"
"public/sounds/ecd/maths/subtraction/prompts/8-2.wav","8 monsters are here. 2 hide. What is 8 take away 2? Tap how many monsters are left.","recorded"
"public/sounds/ecd/maths/subtraction/prompts/10-3.wav","10 monsters are here. 3 hide. What is 10 take away 3? Tap how many monsters are left.","recorded"
"public/sounds/ecd/phonics/letters/a.wav","A is for apple! [giggles] Let's practise the /a/ sound together. Open your mouth wide and say, ah-ah-apple!","recorded"
"public/sounds/ecd/phonics/prompts/a.wav","Which letter says /a/? [whispers] Listen closely… ah, ah, ah. Can you spot it?","recorded"
"public/sounds/ecd/phonics/letters/b.wav","B is for ball! [boing sound] Pop your lips together like this — buh! Now bounce it with me: buh-buh-ball!","recorded"
"public/sounds/ecd/phonics/prompts/b.wav","Which letter says /b/? [taps softly] Buh, buh, buh — point to the one that pops!","recorded"
"public/sounds/ecd/phonics/letters/c.wav","C is for cat! [playful meow, then giggles] The /k/ sound hides right at the back of your throat. Ready? kuh-kuh-cat!","recorded"
"public/sounds/ecd/phonics/prompts/c.wav","Which letter says /k/? [whispers] Kuh, kuh, kuh. Which letter is hiding it?","recorded"
"public/sounds/ecd/phonics/letters/d.wav","D is for dog! [happy bark, laughs] Tap your tongue behind your top teeth — duh! Say it with me: duh-duh-dog!","recorded"
"public/sounds/ecd/phonics/prompts/d.wav","Which letter says /d/? [giggles] Duh, duh, duh — tap the right one!","recorded"
"public/sounds/ecd/phonics/letters/e.wav","E is for egg! [gasps] Careful — don't drop it! [giggles] Smile a little and say, eh-eh-egg!","recorded"
"public/sounds/ecd/phonics/prompts/e.wav","Which letter says /e/? [whispers] Eh, eh, eh. Show me where it is!","recorded"
"public/sounds/ecd/phonics/letters/f.wav","F is for fish! [blows bubbles] Put your top teeth on your bottom lip and blow — fff! Now: fff-fff-fish!","recorded"
"public/sounds/ecd/phonics/prompts/f.wav","Which letter says /f/? [blows softly] Fff, fff, fff — can you find it?","recorded"
"public/sounds/ecd/phonics/letters/g.wav","G is for goat! [laughs] Oh no, that goat is nibbling my hat! Growl it from your throat: guh-guh-goat!","recorded"
"public/sounds/ecd/phonics/prompts/g.wav","Which letter says /g/? [playful growl] Guh, guh, guh. Which one is it?","recorded"
"public/sounds/ecd/phonics/letters/h.wav","H is for hat! [giggles] Breathe warm air onto your hands — hhh! Then say it with me: hhh-hhh-hat!","recorded"
"public/sounds/ecd/phonics/prompts/h.wav","Which letter says /h/? [breathes out] Hhh, hhh, hhh — point to it!","recorded"
"public/sounds/ecd/phonics/letters/i.wav","I is for insect! [tiny buzzing, then giggles] It's tickling my nose! Keep it short and quick: ih-ih-insect!","recorded"
"public/sounds/ecd/phonics/prompts/i.wav","Which letter says /i/? [tiny buzz] Ih, ih, ih. Where is it hiding?","recorded"
"public/sounds/ecd/phonics/letters/j.wav","J is for juice! [slurping sound] Mmm, yummy! [laughs] Push the sound out with your lips: juh-juh-juice!","recorded"
"public/sounds/ecd/phonics/prompts/j.wav","Which letter says /j/? [giggles] Juh, juh, juh — which letter shall we pick?","recorded"
"public/sounds/ecd/phonics/letters/k.wav","K is for kite! [whoosh] Up, up, up it goes into the sky! Say it with me: kuh-kuh-kite!","recorded"
"public/sounds/ecd/phonics/prompts/k.wav","Which letter says /k/? [whoosh] Kuh, kuh, kuh. Show me!","recorded"
"public/sounds/ecd/phonics/letters/l.wav","L is for lion! [big roar, then giggles] Don't worry, he's a friendly one. Lift your tongue up high: lll-lll-lion!","recorded"
"public/sounds/ecd/phonics/prompts/l.wav","Which letter says /l/? [soft roar] Lll, lll, lll — can you see it?","recorded"
"public/sounds/ecd/phonics/letters/m.wav","M is for moon! [yawns] It's sleepy time way up there. Close your lips and hum with me: mmm-mmm-moon!","recorded"
"public/sounds/ecd/phonics/prompts/m.wav","Which letter says /m/? [hums] Mmm, mmm, mmm. Which one is it?","recorded"
"public/sounds/ecd/phonics/letters/n.wav","N is for nose! [pretend sneeze, then laughs] Bless you! Tongue up, and hum through your nose: nnn-nnn-nose!","recorded"
"public/sounds/ecd/phonics/prompts/n.wav","Which letter says /n/? [hums through nose] Nnn, nnn, nnn — point to the right one!","recorded"
"public/sounds/ecd/phonics/letters/o.wav","O is for orange! [giggles] Make your mouth into a big round O, just like the fruit: oh-oh-orange!","recorded"
"public/sounds/ecd/phonics/prompts/o.wav","Which letter says /o/? [whispers] Oh, oh, oh. Which letter is round like your mouth?","recorded"
"public/sounds/ecd/phonics/letters/p.wav","P is for pig! [oink oink, laughs] Puff the air right off your lips — puh! Now: puh-puh-pig!","recorded"
"public/sounds/ecd/phonics/prompts/p.wav","Which letter says /p/? [puffs] Puh, puh, puh — find it for me!","recorded"
"public/sounds/ecd/phonics/letters/q.wav","Q is for queen! [trumpet fanfare, then giggles] Q always brings her friend U along. Say it royally: kwuh-kwuh-queen!","recorded"
"public/sounds/ecd/phonics/prompts/q.wav","Which letter says /kw/? [tiny fanfare] Kwuh, kwuh, kwuh. Where's the royal one?","recorded"
"public/sounds/ecd/phonics/letters/r.wav","R is for rain! [pitter-patter sounds] Splish, splash! Curl your tongue back and rumble: rrr-rrr-rain!","recorded"
"public/sounds/ecd/phonics/prompts/r.wav","Which letter says /r/? [rumbles] Rrr, rrr, rrr — can you hear which one?","recorded"
"public/sounds/ecd/phonics/letters/s.wav","S is for sun! [giggles] Hide your tongue behind your teeth and hiss like a little snake: sss-sss-sun!","recorded"
"public/sounds/ecd/phonics/prompts/s.wav","Which letter says /s/? [hisses softly] Sss, sss, sss. Point to the snake sound!","recorded"
"public/sounds/ecd/phonics/letters/t.wav","T is for tree! [tick-tock sound] Tap your tongue quick and light: tuh-tuh-tree!","recorded"
"public/sounds/ecd/phonics/prompts/t.wav","Which letter says /t/? [tap tap] Tuh, tuh, tuh — which letter is it?","recorded"
"public/sounds/ecd/phonics/letters/u.wav","U is for umbrella! [rain drops, then laughs] Up it goes — now we're dry! Short and soft: uh-uh-umbrella!","recorded"
"public/sounds/ecd/phonics/prompts/u.wav","Which letter says /u/? [whispers] Uh, uh, uh. Show me the one!","recorded"
"public/sounds/ecd/phonics/letters/v.wav","V is for van! [engine vroom, giggles] Buzz your lip and your teeth together: vvv-vvv-van!","recorded"
"public/sounds/ecd/phonics/prompts/v.wav","Which letter says /v/? [buzzes] Vvv, vvv, vvv — which letter drives the van?","recorded"
"public/sounds/ecd/phonics/letters/w.wav","W is for water! [splash, then laughs] Oops, you got me! Round your lips like a kiss: wuh-wuh-water!","recorded"
"public/sounds/ecd/phonics/prompts/w.wav","Which letter says /w/? [giggles] Wuh, wuh, wuh. Which one is it?","recorded"
"public/sounds/ecd/phonics/letters/x.wav","X is for fox! [sly giggle] Now here's a secret — X likes to sit at the *end* of the word. Listen closely: fo-ks, ks-ks-fox!","recorded"
"public/sounds/ecd/phonics/prompts/x.wav","Which letter makes the /ks/ sound at the end? [whispers] Ks, ks, ks — find it!","recorded"
"public/sounds/ecd/phonics/letters/y.wav","Y is for yoyo! [whee! then giggles] Down it goes and up it comes! Stretch your tongue: yuh-yuh-yoyo!","recorded"
"public/sounds/ecd/phonics/prompts/y.wav","Which letter says /y/? [whee] Yuh, yuh, yuh. Can you point to it?","recorded"
"public/sounds/ecd/phonics/letters/z.wav","Z is for zebra! [buzzes like a bee, then laughs] Buzz it with your voice switched on: zzz-zzz-zebra!","recorded"
"public/sounds/ecd/phonics/prompts/z.wav","Which letter says /z/? [buzzes like a bee] Zzz, zzz, zzz — which one is buzzing?","recorded"
"public/sounds/ecd/reading/rhyming/cat.wav","Look, a cat! [playful meow, giggles] Words that rhyme sound the same at the end. Listen: cat… hat. Can you hear it?","recorded"
"public/sounds/ecd/reading/rhyming/prompts/cat.wav","Which one rhymes with cat? [whispers] Cat… caaat. Find the one that matches!","recorded"
"public/sounds/ecd/reading/rhyming/dog.wav","Here comes a dog! [happy bark, laughs] Now listen to the ending: dog… frog. They sound the same!","recorded"
"public/sounds/ecd/reading/rhyming/prompts/dog.wav","Which one rhymes with dog? [whispers] Dog… ogg, ogg. Which one hops along?","recorded"
"public/sounds/ecd/reading/rhyming/sun.wav","The sun is shining! [giggles] Sun… bun. Ooh, that makes me hungry! Listen to the ending sound.","recorded"
"public/sounds/ecd/reading/rhyming/prompts/sun.wav","Which one rhymes with sun? [whispers] Sun… un, un, un. Which one is it?","recorded"
"public/sounds/ecd/reading/rhyming/bee.wav","A busy little bee! [buzzing, then giggles] Bee… tree. Both end with that long eee sound!","recorded"
"public/sounds/ecd/reading/rhyming/prompts/bee.wav","Which one rhymes with bee? [whispers] Bee… eee, eee. Point to it!","recorded"
"public/sounds/ecd/reading/rhyming/star.wav","Twinkle, twinkle, little star! [sings softly, giggles] Star… car. Listen to that arr at the end!","recorded"
"public/sounds/ecd/reading/rhyming/prompts/star.wav","Which one rhymes with star? [whispers] Star… arr, arr. Which one drives away?","recorded"
"public/sounds/ecd/reading/rhyming/mouse.wav","A tiny mouse! [squeaks, then laughs] Where does he live? Mouse… house! They rhyme beautifully.","recorded"
"public/sounds/ecd/reading/rhyming/prompts/mouse.wav","Which one rhymes with mouse? [whispers] Mouse… ouse, ouse. Can you find it?","recorded"
"public/sounds/ecd/reading/rhyming/snake.wav","Sssss, a snake! [playful hiss, giggles] Snake… cake. Now that is a rhyme worth eating!","recorded"
"public/sounds/ecd/reading/rhyming/prompts/snake.wav","Which one rhymes with snake? [whispers] Snake… ake, ake. Which one is yummy?","recorded"
"public/sounds/ecd/reading/rhyming/goat.wav","A hungry goat! [laughs] Goat… boat. Imagine a goat sailing a boat! [giggles] Listen to the ending.","recorded"
"public/sounds/ecd/reading/rhyming/prompts/goat.wav","Which one rhymes with goat? [whispers] Goat… oat, oat. Which one floats?","recorded"
"public/sounds/ecd/reading/rhyming/ball.wav","Bounce, bounce, a ball! [boing sound, giggles] Ball… wall. Careful where you kick it!","recorded"
"public/sounds/ecd/reading/rhyming/prompts/ball.wav","Which one rhymes with ball? [whispers] Ball… all, all. Point to the right one!","recorded"
"public/sounds/ecd/reading/rhyming/fox.wav","A sneaky fox! [sly giggle] Where is he hiding? Fox… box! Those endings sound just the same.","recorded"
"public/sounds/ecd/reading/rhyming/prompts/fox.wav","Which one rhymes with fox? [whispers] Fox… ox, ox. Which one can he hide in?","recorded"
"public/sounds/ecd/reading/sight-words/intro.wav","[excited] Welcome, word spotter! Sight words are words we learn to know in a snap. Listen, look at the sentence, and tap the missing word!","recorded"
"public/sounds/ecd/reading/sight-words/prompts/the.wav","[brightly] The. The cat is sleeping. Which word is the?","recorded"
"public/sounds/ecd/reading/sight-words/prompts/i.wav","[playfully] I. I can jump. Which word is I?","recorded"
"public/sounds/ecd/reading/sight-words/prompts/can.wav","[with energy] Can. The bird can fly. Which word is can?","recorded"
"public/sounds/ecd/reading/sight-words/prompts/see.wav","[amazed] See. I see a rainbow. Which word is see?","recorded"
"public/sounds/ecd/reading/sight-words/prompts/like.wav","[happily] Like. I like apples. Which word is like?","recorded"
"public/sounds/ecd/reading/sight-words/prompts/my.wav","[warmly] My. This is my teddy. Which word is my?","recorded"
